"",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-0.000585,2.625375e-07,-5.647585e-10,-3.742162e-10,1.147856e-09,1.095103e-09,-3.232237e-10,-4.771540e-10,8.501290e-10,7.564852e-10,3.607207e-10,1.027680e-09,2.156119e-09,2.643819e-09,4.901067e-09,1.404894e-08,0.000002,0.000223,3.025698e-07,-0.000001,-7.428089e-07,-6.503064e-07,-0.000002,-3.792429e-07,-5.513266e-07,-7.711151e-07,7.067320e-08,5.736829e-07,6.098057e-07,-8.923780e-08,-1.536126e-06,-0.000002,-7.100989e-07,0.000001,-0.000017,-0.000150,-0.000001,-0.000003,-0.000001,-0.000001,-8.025690e-07,0.000001,-5.400148e-07,-4.858557e-07,6.634891e-07,-0.000001,-0.000002,-0.000001,-0.000001,-3.440473e-07,3.147616e-07,0.000432,0.001046,-0.000001,2.449360e-07,-1.032959e-07,4.823087e-07,6.753216e-07,4.850881e-07,6.214143e-07,2.321212e-07,0.000003,1.390590e-07,0.000002,0.000002,0.000002,4.475669e-07,-0.000002,-0.000003,-0.000496,0.000002,0.000002,-2.490624e-07,3.857222e-07,9.330329e-07,1.145390e-07,-6.372138e-07,3.922023e-07,-0.000003,-0.000003,-0.000002,-0.000003,-0.000001,-6.967916e-07,0.000002,0.000001,0.000003,0.000002,0.000009,0.000051,0.025207,-3.645003e-08,-2.862068e-08,1.139168e-08,-1.940689e-08,-1.413122e-09,9.772805e-04,4.071677e-03,0.007138,0.016673
1,-0.008779,1.460241e-06,-1.797301e-09,9.390356e-10,1.796192e-09,4.544382e-10,2.423762e-10,-1.235665e-09,-3.909376e-09,-3.301687e-09,-3.450961e-09,-2.479618e-09,-5.856151e-09,-7.393522e-09,-1.157454e-08,-5.950929e-08,-0.000010,0.001750,1.288843e-05,-0.000002,6.748043e-06,1.583248e-08,-0.000004,7.287890e-07,4.208036e-06,1.677603e-06,-1.602748e-07,-1.993496e-06,-1.234002e-07,-4.452304e-07,6.387127e-07,-0.000005,1.546371e-05,0.000015,-0.002263,-0.002002,-0.000007,0.000016,-0.000017,-0.000007,-7.390634e-06,-0.000017,-8.497820e-06,-1.485294e-05,-1.298557e-05,-0.000013,-0.000015,-0.000015,-0.000010,-6.410584e-06,-7.920069e-06,0.011171,0.009774,0.000017,2.679983e-06,-2.818691e-06,5.671856e-06,1.568947e-05,1.152122e-05,2.039441e-05,-3.548863e-06,-0.000005,8.065534e-06,-0.000013,-0.000013,-0.000007,2.202947e-05,0.000038,0.000030,-0.008285,-0.000006,-0.000005,-2.437955e-06,-1.250693e-05,-1.252700e-05,-1.145548e-05,-1.705841e-05,-7.967956e-06,-0.000032,-0.000028,-0.000040,-0.000006,0.000008,2.061977e-06,0.000006,0.000022,0.000054,0.000098,0.000166,-0.000038,-0.025154,-4.176903e-08,-4.775676e-08,-9.291337e-08,-6.969683e-08,-2.077936e-08,4.892645e-06,-2.515701e-06,0.001905,0.023069
2,-0.033301,8.576499e-06,-5.487654e-09,-5.263473e-09,-4.299001e-09,-5.224313e-09,-5.063904e-09,-6.144352e-09,-7.052784e-09,-4.735791e-09,-3.720695e-09,-1.208797e-09,-8.263209e-09,-9.339101e-09,-1.300147e-08,-2.681019e-07,-0.000049,0.006467,2.842606e-05,-0.000029,8.252275e-06,-1.818000e-05,-0.000048,-3.258663e-05,-1.385936e-05,-2.116675e-05,-3.206544e-05,-1.319416e-05,-1.528772e-05,-4.592806e-05,-5.468400e-05,-0.000071,2.772373e-05,0.000048,-0.008476,-0.007210,-0.000073,0.000009,-0.000120,-0.000068,-6.857094e-05,-0.000098,-9.293506e-05,-9.815468e-05,-8.704179e-05,-0.000087,-0.000079,-0.000075,-0.000047,-5.037419e-05,-4.796323e-05,0.039842,0.035922,0.000041,-1.759245e-05,2.833433e-06,-1.435308e-05,3.228742e-05,3.632749e-05,6.386179e-05,-3.204809e-05,-0.000040,7.146838e-06,-0.000063,-0.000048,-0.000043,5.979009e-05,0.000135,0.000107,-0.031913,-0.000025,-0.000035,-2.213687e-05,-2.676464e-05,-5.829328e-05,-6.206238e-05,-9.858015e-05,-3.730995e-05,-0.000144,-0.000146,-0.000226,-0.000110,-0.000004,-1.330796e-05,-0.000008,0.000067,0.000158,0.000298,0.000487,0.000038,0.000006,-5.467044e-08,-6.389001e-08,-1.019134e-07,-1.046476e-07,-1.330736e-07,-4.549480e-07,-3.464518e-07,-0.000003,-0.000019
